element.itemgrid.label,Grade de Itens,Item Grid,Cuadrícula de elementos,Grade de itens
element.itemgrid.field.columns,Colunas,Columns,Columnas,Colunas
element.itemgrid.field.gap,Espaçamento (px),Spacing (px),Espaciado (px),Espaçamento (px)
element.itemgrid.field.card_bg,Fundo do card,Card background,Fondo de la tarjeta,Fundo do card
element.itemgrid.field.card_radius,Arredondamento do card (px),Card border radius (px),Radio de borde de la tarjeta (px),Arredondamento do card (px)
element.itemgrid.field.card_padding,Padding do card (px),Card padding (px),Relleno de la tarjeta (px),Espaçamento interno do card (px)
element.itemgrid.field.card_shadow,Sombra do card,Card shadow,Sombra de la tarjeta,Sombra do card
element.itemgrid.field.image_height,Altura da imagem (px),Image height (px),Altura de la imagen (px),Altura da imagem (px)
element.itemgrid.field.image_fit,Ajuste da imagem,Image fit,Ajuste de la imagen,Ajuste da imagem
element.itemgrid.field.image_fit.option.cover,Cover,Cover,Cover,Cover
element.itemgrid.field.image_fit.option.contain,Contain,Contain,Contain,Contain
element.itemgrid.field.image_radius,Arred. da imagem (px),Image border radius (px),Radio de borde de la imagen (px),Arredondamento da imagem (px)
element.itemgrid.field.title_color,Cor do título (padrão),Title color (default),Color del título (predeterminado),Cor do título (padrão)
element.itemgrid.field.title_size,Tam. título padrão (px),Default title size (px),Tamaño predeterminado del título (px),Tamanho padrão do título (px)
element.itemgrid.field.title_weight,Peso do título (padrão),Title weight (default),Grosor del título (predeterminado),Peso do título (padrão)
element.itemgrid.field.title_weight.option.300,Leve (300),Light (300),Ligero (300),Leve (300)
element.itemgrid.field.title_weight.option.400,Normal (400),Normal (400),Normal (400),Normal (400)
element.itemgrid.field.title_weight.option.500,Médio (500),Medium (500),Medio (500),Médio (500)
element.itemgrid.field.title_weight.option.600,Semi-negrito (600),Semi-bold (600),Seminegrita (600),Seminegrito (600)
element.itemgrid.field.title_weight.option.700,Negrito (700),Bold (700),Negrita (700),Negrito (700)
element.itemgrid.field.title_weight.option.800,Extra-negrito (800),Extra-bold (800),Extranegrita (800),Extranegrito (800)
element.itemgrid.field.desc_color,Cor da descrição (padrão),Description color (default),Color de la descripción (predeterminado),Cor da descrição (padrão)
element.itemgrid.field.desc_size,Tam. descrição padrão (px),Default description size (px),Tamaño predeterminado de la descripción (px),Tamanho padrão da descrição (px)
element.itemgrid.field.desc_weight,Peso da descrição (padrão),Description weight (default),Grosor de la descripción (predeterminado),Peso da descrição (padrão)
element.itemgrid.field.desc_weight.option.300,Leve (300),Light (300),Ligero (300),Leve (300)
element.itemgrid.field.desc_weight.option.400,Normal (400),Normal (400),Normal (400),Normal (400)
element.itemgrid.field.desc_weight.option.500,Médio (500),Medium (500),Medio (500),Médio (500)
element.itemgrid.field.desc_weight.option.600,Semi-negrito (600),Semi-bold (600),Seminegrita (600),Seminegrito (600)
element.itemgrid.field.desc_weight.option.700,Negrito (700),Bold (700),Negrita (700),Negrito (700)
element.itemgrid.field.desc_weight.option.800,Extra-negrito (800),Extra-bold (800),Extranegrita (800),Extranegrito (800)
element.itemgrid.field.text_align,Alinhamento do texto,Text alignment,Alineación del texto,Alinhamento do texto
element.itemgrid.field.text_align.option.left,Esquerda,Left,Izquierda,Esquerda
element.itemgrid.field.text_align.option.center,Centro,Center,Centro,Centro
element.itemgrid.field.text_align.option.right,Direita,Right,Derecha,Direita
element.shortcode.label,Shortcode,Shortcode,Shortcode,Shortcode
element.shortcode.field.content,Shortcode,Shortcode,Shortcode,Shortcode
element.shortcode.field.align,Alinhamento,Alignment,Alineación,Alinhamento
element.shortcode.field.align.option.left,Esquerda,Left,Izquierda,Esquerda
element.shortcode.field.align.option.center,Centro,Center,Centro,Centro
element.shortcode.field.align.option.right,Direita,Right,Derecha,Direita
element.text.label,Texto,Text,Texto,Texto
element.text.field.content,Conteúdo,Content,Contenido,Conteúdo
element.text.field.align,Alinhamento,Alignment,Alineación,Alinhamento
element.text.field.color,Cor,Font color,Color de la fuente,Cor da fonte
element.text.field.bg_color,Cor de fundo,Background color,Color de fondo,Cor de fundo
element.text.field.font_size,Tamanho (px),Font size (px),Tamaño de la fuente (px),Tamanho da fonte (px)
element.textimage.label,Texto + Imagem,Text + Image,Texto + Imagen,Texto + Imagem
element.textimage.field.title,Título,Title,Título,Título
element.textimage.field.title_tag,Tag do título,Heading tag,Etiqueta del título,Tag do título
element.textimage.field.title_tag.option.h2,H2,H2,H2,H2
element.textimage.field.title_tag.option.h3,H3,H3,H3,H3
element.textimage.field.title_tag.option.h4,H4,H4,H4,H4
element.textimage.field.title_color,Cor do título,Title color,Color del título,Cor do título
element.textimage.field.title_font_size,Tam. título (px),Title size (px),Tamaño del título (px),Tamanho do título (px)
element.textimage.field.content,Texto,Text,Texto,Texto
element.textimage.field.content_color,Cor do texto,Content text color,Color del texto del contenido,Cor do texto do conteúdo
element.textimage.field.content_font_size,Tam. texto (px),Content font size (px),Tamaño de la fuente del contenido (px),Tamanho da fonte do conteúdo (px)
element.textimage.field.image,Imagem,Image,Imagen,Imagem
element.textimage.field.image_position,Posição da imagem,Image position,Posición de la imagen,Posição da imagem
element.textimage.field.image_position.option.right,Direita,Right,Derecha,Direita
element.textimage.field.image_position.option.left,Esquerda,Left,Izquierda,Esquerda
element.textimage.field.image_width,Largura imagem (%),Image width (%),Ancho de la imagen (%),Largura da imagem (%)
element.textimage.field.bg_color,Cor de fundo,Background color,Color de fondo,Cor de fundo
element.textimage.field.padding,Espaçamento interno (px),Internal spacing (px),Espaciado interno (px),Espaçamento interno (px)
element.textimage.field.border_radius,Arredondamento (px),Border radius (px),Radio de borde (px),Arredondamento (px)
element.textimage.field.gap,Espaço texto/imagem (px),Text/image spacing (px),Espacio entre texto e imagen (px),Espaço entre texto e imagem (px)
element.title.label,Título,Title,Título,Título
element.title.field.text,Texto,Text,Texto,Texto
element.title.field.tag,Tag HTML,HTML tag,Etiqueta HTML,Tag HTML
element.title.field.tag.option.h1,H1,H1,H1,H1
element.title.field.tag.option.h2,H2,H2,H2,H2
element.title.field.tag.option.h3,H3,H3,H3,H3
element.title.field.tag.option.h4,H4,H4,H4,H4
element.title.field.tag.option.h5,H5,H5,H5,H5
element.title.field.tag.option.h6,H6,H6,H6,H6
element.title.field.align,Alinhamento,Alignment,Alineación,Alinhamento
element.title.field.align.option.left,Esquerda,Left,Izquierda,Esquerda
element.title.field.align.option.center,Centro,Center,Centro,Centro
element.title.field.align.option.right,Direita,Right,Derecha,Direita
element.title.field.color,Cor,Color,Color,Cor
element.title.field.font_size,Tamanho (px),Font size (px),Tamaño de la fuente (px),Tamanho da fonte (px)
element.toggle.label,Toggle,Toggle (Expandable text),Acordeón (Texto desplegable),Acordeón (Texto expansível)
element.toggle.field.header_bg,Cor fundo cabeçalho,Header background color,Color de fondo del encabezado,Cor de fundo do cabeçalho
element.toggle.field.header_color,Cor texto cabeçalho,Header text color,Color del texto del encabezado,Cor do texto do cabeçalho
element.toggle.field.content_bg,Cor fundo conteúdo,Content background color,Color de fondo del contenido,Cor de fundo do conteúdo
element.toggle.field.content_color,Cor texto conteúdo,Content text color,Color del texto del contenido,Cor do texto do conteúdo
element.toggle.field.border_color,Cor da borda,Border color,Color del borde,Cor da borda
element.toggle.field.icon_color,Cor do ícone +/−,+/− Icon color,Color del icono +/−,Cor do ícone +/−
element.toggle.field.title_font_size,Tam. título (px),Title size (px),Tamaño del título (px),Tamanho do título (px)
element.toggle.field.content_font_size,Tam. descrição (px),Content font size (px),Tamaño de la fuente del contenido (px),Tamanho da fonte do conteúdo (px)
element.video.label,Vídeo,Video,Video,Vídeo
element.video.field.qty,Quantidade de vídeos,Number of videos,Cantidad de videos,Quantidade de vídeos
element.video.field.qty.option.1,1 vídeo,1 video,1 video,1 vídeo
element.video.field.qty.option.2,2 vídeos lado a lado,2 videos side by side,2 videos uno al lado del otro,2 vídeos lado a lado
element.video.field.qty.option.3,3 vídeos lado a lado,3 videos side by side,3 videos uno al lado del otro,3 vídeos lado a lado
element.video.field.source_1,Vídeo 1 — origem,Video 1 — source,Video 1 — origen,Vídeo 1 — origem
element.video.field.source_1.option.youtube,YouTube,YouTube,YouTube,YouTube
element.video.field.source_1.option.local,Arquivo / biblioteca,File / media library,Archivo / biblioteca de medios,Arquivo / biblioteca de mídia
element.video.field.url_1,Vídeo 1 — URL,Video 1 — URL,Video 1 — URL,Vídeo 1 — URL
element.video.field.source_2,Vídeo 2 — origem,Video 2 — source,Video 2 — origen,Vídeo 2 — origem
element.video.field.source_2.option.youtube,YouTube,YouTube,YouTube,YouTube
element.video.field.source_2.option.local,Arquivo / biblioteca,File / media library,Archivo / biblioteca de medios,Arquivo / biblioteca de mídia
element.video.field.url_2,Vídeo 2 — URL,Video 2 — URL,Video 2 — URL,Vídeo 2 — URL
element.video.field.source_3,Vídeo 3 — origem,Video 3 — source,Video 3 — origen,Vídeo 3 — origem
element.video.field.source_3.option.youtube,YouTube,YouTube,YouTube,YouTube
element.video.field.source_3.option.local,Arquivo / biblioteca,File / media library,Archivo / biblioteca de medios,Arquivo / biblioteca de mídia
element.video.field.url_3,Vídeo 3 — URL,Video 3 — URL,Video 3 — URL,Vídeo 3 — URL
element.video.field.aspect,Proporção,Aspect ratio,Relación de aspecto,Proporção
element.video.field.aspect.option.16-9,16:09,16:9,16:9,16:9
element.video.field.aspect.option.4-3,4:03,4:3,4:3,4:3
element.video.field.aspect.option.1-1,1:01,1:1,1:1,1:1
element.video.field.autoplay,Autoplay,Autoplay,Reproducción automática,Reprodução automática
element.video.field.autoplay.option.0,Não,No,No,Não
element.video.field.autoplay.option.1,Sim,Yes,Sí,Sim
element.video.field.controls,Controles,Controls,Controles,Controles
element.video.field.controls.option.1,Sim,Yes,Sí,Sim
element.video.field.controls.option.0,Não,No,No,Não
element.video.field.width_2,Largura do vídeo 2 (%),Video 2 width (%),Ancho del video 2 (%),Largura do vídeo 2 (%)
element.video.field.width_3,Largura do vídeo 3 (%),Video 3 width (%),Ancho del video 3 (%),Largura do vídeo 3 (%)
